id;status_group
72;Non-functional
39772;Non-functional
65316;Functional
22676;Functional
31294;Non-functional
45076;Non-functional
67709;Functional
33112;Functional
28183;Functional
8497;Non-functional
29430;Functional
61752;Functional
19422;Functional
16903;Functional
963;Functional
68008;Functional
44308;Non-functional
39294;Functional
18719;Non-functional
63516;Functional
32704;Functional
67468;Non-functional
34061;Functional
71974;Functional
59132;Non-functional
60460;Functional
48699;Functional
68015;Non-functional
57801;Functional
16954;Functional
5156;Non-functional
58803;Non-functional
40126;Non-functional
46598;Functional
31818;Functional
53429;Functional
31155;Functional
45435;Non-functional
62699;Functional
7233;Non-functional
25166;Non-functional
26892;Non-functional
57374;Non-functional
14044;Functional
45100;Functional
63407;Non-functional
49087;Non-functional
2876;Functional
8510;Functional
1163;Functional
38903;Functional
15342;Non-functional
59381;Functional
38372;Functional
16605;Functional
10414;Functional
55852;Non-functional
19824;Functional
4276;Functional
73325;Functional
58981;Non-functional
28050;Non-functional
47842;Non-functional
36471;Non-functional
42072;Non-functional
45613;Non-functional
15744;Non-functional
8106;Non-functional
22460;Non-functional
20063;Non-functional
59768;Functional
63293;Non-functional
141;Functional
6542;Non-functional
15262;Functional
4943;Non-functional
9111;Non-functional
50030;Functional
6944;Functional
61772;Functional
48494;Non-functional
26934;Functional
34040;Functional
61608;Non-functional
69176;Non-functional
64849;Non-functional
19983;Functional
64985;Functional
29425;Non-functional
12881;Non-functional
38052;Non-functional
29895;Non-functional
6333;Non-functional
7135;Functional
13044;Non-functional
24832;Non-functional
12883;Non-functional
66043;Non-functional
66724;Functional
2043;Functional
64545;Functional
45525;Non-functional
16304;Non-functional
18548;Functional
33577;Functional
21813;Functional
23524;Functional
9174;Functional
31827;Non-functional
647;Functional
70475;Non-functional
14957;Functional
65749;Functional
47711;Non-functional
23988;Functional
9321;Non-functional
67072;Functional
40945;Functional
63507;Functional
28438;Functional
37265;Functional
65696;Functional
3861;Functional
68208;Non-functional
46929;Non-functional
64228;Non-functional
37816;Non-functional
31809;Non-functional
18040;Functional
8950;Non-functional
56229;Functional
11859;Non-functional
31759;Non-functional
37125;Functional
21961;Functional
56601;Non-functional
61269;Functional
33277;Non-functional
51021;Non-functional
54626;Non-functional
19903;Non-functional
36017;Functional
26830;Non-functional
57331;Non-functional
34553;Non-functional
59843;Non-functional
57575;Non-functional
11335;Non-functional
13145;Non-functional
42121;Non-functional
16940;Functional
37477;Functional
22727;Non-functional
63598;Functional
44353;Non-functional
53658;Functional
19737;Non-functional
19990;Non-functional
5237;Functional
62222;Non-functional
12902;Non-functional
44967;Non-functional
7937;Non-functional
32948;Functional
55259;Non-functional
43985;Functional
46924;Functional
15678;Functional
69815;Functional
25269;Functional
25972;Non-functional
48697;Functional
10525;Functional
59333;Non-functional
55988;Non-functional
3949;Non-functional
61964;Non-functional
155;Non-functional
35257;Functional
43066;Functional
48024;Non-functional
51224;Functional
44891;Non-functional
55407;Functional
71866;Functional
9734;Non-functional
32113;Functional
69770;Non-functional
18286;Functional
63378;Non-functional
38560;Non-functional
35790;Non-functional
14852;Non-functional
14114;Functional
61376;Functional
34424;Non-functional
13461;Non-functional
47223;Functional
71048;Non-functional
1781;Functional
73317;Non-functional
58146;Non-functional
73438;Non-functional
1822;Non-functional
53257;Non-functional
56453;Non-functional
685;Functional
44528;Functional
29939;Non-functional
21714;Non-functional
37257;Functional
49549;Non-functional
8173;Non-functional
36382;Non-functional
28869;Functional
71500;Functional
41699;Non-functional
63260;Functional
64859;Functional
5443;Non-functional
4737;Functional
47808;Non-functional
992;Functional
55002;Functional
32467;Non-functional
42660;Non-functional
68458;Functional
21711;Functional
27953;Non-functional
20344;Non-functional
36260;Functional
12702;Non-functional
21463;Functional
66013;Functional
28849;Non-functional
67257;Non-functional
63384;Functional
71802;Non-functional
60610;Functional
31707;Functional
39316;Functional
43625;Non-functional
26101;Functional
7883;Functional
64769;Functional
39463;Functional
74181;Functional
73897;Non-functional
74153;Non-functional
33704;Functional
17126;Non-functional
47447;Functional
51247;Non-functional
67533;Non-functional
6533;Non-functional
14468;Non-functional
71872;Non-functional
22342;Functional
4559;Functional
26044;Non-functional
12750;Non-functional
27398;Functional
28874;Functional
71495;Non-functional
37808;Functional
29509;Non-functional
15775;Non-functional
16117;Functional
61746;Non-functional
3784;Functional
61903;Functional
8142;Non-functional
26610;Non-functional
11203;Non-functional
67195;Functional
39860;Functional
47437;Functional
12399;Functional
40888;Non-functional
63657;Non-functional
70866;Non-functional
63182;Functional
34916;Non-functional
37248;Non-functional
48590;Non-functional
68360;Functional
53358;Functional
69464;Functional
24090;Non-functional
17158;Functional
48134;Non-functional
31991;Non-functional
30548;Non-functional
59607;Functional
68062;Functional
72158;Non-functional
33210;Functional
51434;Non-functional
25649;Functional
48561;Functional
43678;Non-functional
1887;Functional
37609;Functional
12670;Non-functional
20612;Functional
51496;Functional
51516;Functional
64631;Functional
61247;Functional
2753;Non-functional
10603;Non-functional
30964;Functional
64158;Non-functional
27013;Functional
34866;Non-functional
57067;Functional
48499;Functional
27399;Non-functional
47334;Functional
46672;Non-functional
17559;Non-functional
629;Non-functional
36620;Functional
59794;Functional
6048;Functional
34798;Functional
46450;Non-functional
39612;Functional
24083;Functional
56047;Functional
5456;Functional
67961;Non-functional
48719;Non-functional
68999;Functional
71751;Functional
7084;Functional
12644;Non-functional
42842;Functional
57583;Functional
18171;Non-functional
5316;Non-functional
18945;Non-functional
19707;Functional
70734;Functional
11280;Non-functional
69969;Functional
10345;Non-functional
69992;Functional
13378;Functional
60813;Non-functional
24517;Functional
67270;Non-functional
35400;Non-functional
13712;Non-functional
53254;Functional
68340;Functional
68714;Non-functional
18944;Non-functional
52114;Functional
17597;Functional
60847;Functional
34757;Functional
39539;Non-functional
16799;Functional
68112;Non-functional
52118;Functional
20660;Functional
65885;Functional
21520;Functional
31114;Non-functional
22708;Non-functional
52296;Non-functional
71498;Functional
57034;Functional
71733;Functional
31417;Functional
29958;Functional
60931;Non-functional
50205;Functional
71233;Non-functional
22586;Functional
53543;Functional
40813;Non-functional
35850;Non-functional
27728;Non-functional
67323;Non-functional
55713;Non-functional
893;Functional
28002;Functional
31475;Non-functional
36465;Non-functional
63198;Functional
32935;Non-functional
27989;Non-functional
45955;Non-functional
31925;Non-functional
4217;Functional
55178;Functional
16277;Non-functional
42198;Functional
67792;Non-functional
5026;Functional
15902;Non-functional
62846;Non-functional
63063;Functional
52959;Functional
51817;Non-functional
43049;Functional
1721;Functional
23655;Functional
50177;Functional
68410;Non-functional
47820;Functional
23638;Non-functional
52868;Non-functional
43194;Functional
54800;Non-functional
53596;Non-functional
44296;Functional
62012;Non-functional
10798;Non-functional
65548;Functional
31089;Functional
73977;Functional
28997;Functional
37767;Functional
73118;Functional
21130;Functional
24449;Non-functional
33856;Functional
44712;Functional
61179;Functional
63580;Functional
56465;Non-functional
43171;Non-functional
807;Functional
20734;Functional
28158;Functional
56363;Non-functional
25537;Non-functional
66977;Functional
9326;Non-functional
72109;Non-functional
35835;Functional
8315;Functional
36836;Non-functional
28577;Functional
29624;Functional
47343;Functional
53401;Non-functional
37014;Functional
66226;Functional
49776;Non-functional
56931;Non-functional
32462;Functional
7515;Non-functional
73360;Functional
36248;Non-functional
3703;Functional
8812;Functional
52186;Non-functional
10027;Non-functional
33735;Functional
6647;Functional
36752;Non-functional
70605;Non-functional
69208;Functional
36961;Non-functional
2723;Functional
28460;Functional
66744;Functional
69098;Functional
26020;Functional
18906;Non-functional
12740;Functional
52397;Non-functional
2150;Non-functional
16504;Non-functional
1499;Non-functional
56965;Functional
4261;Functional
57140;Functional
26347;Non-functional
69863;Functional
59024;Functional
29550;Functional
61105;Non-functional
48539;Non-functional
54504;Functional
63512;Functional
34868;Functional
8320;Functional
10202;Non-functional
25264;Non-functional
13089;Non-functional
60120;Non-functional
64567;Functional
1554;Functional
71781;Functional
1670;Functional
56256;Functional
34671;Functional
51177;Functional
44188;Functional
6749;Non-functional
20227;Functional
26170;Functional
24172;Functional
32509;Functional
72369;Non-functional
67946;Non-functional
38173;Functional
50822;Functional
30825;Functional
34789;Non-functional
54878;Functional
25800;Non-functional
9048;Non-functional
7562;Functional
10022;Functional
63044;Functional
59539;Functional
35448;Non-functional
6452;Functional
4384;Functional
50032;Functional
21930;Functional
41920;Functional
14831;Non-functional
6098;Functional
34115;Functional
72003;Non-functional
36604;Functional
12107;Functional
24493;Functional
16531;Non-functional
15285;Functional
20368;Non-functional
7701;Functional
30373;Non-functional
2477;Functional
43670;Functional
8625;Functional
67852;Functional
39451;Functional
5075;Non-functional
46767;Functional
49351;Functional
56383;Functional
22440;Non-functional
69629;Functional
32730;Functional
4263;Functional
49706;Functional
55186;Functional
34098;Functional
5696;Functional
39202;Functional
58401;Functional
8876;Non-functional
59709;Functional
69319;Non-functional
55657;Functional
39297;Functional
19108;Functional
17955;Functional
23447;Non-functional
23933;Functional
64327;Functional
48534;Functional
27275;Non-functional
44938;Functional
54383;Non-functional
23395;Functional
40059;Non-functional
37574;Functional
35014;Non-functional
70292;Functional
14696;Functional
68206;Functional
53852;Non-functional
49737;Functional
57612;Functional
14716;Non-functional
25789;Non-functional
22947;Non-functional
42080;Functional
37336;Functional
309;Functional
29925;Functional
53896;Functional
36690;Non-functional
66815;Functional
14684;Non-functional
67935;Functional
48724;Functional
60341;Functional
33720;Functional
6820;Non-functional
15885;Functional
40080;Non-functional
34738;Functional
51308;Functional
21718;Functional
4969;Functional
28561;Non-functional
32841;Functional
50452;Functional
27481;Non-functional
7734;Non-functional
4073;Non-functional
4979;Functional
21178;Functional
29342;Functional
56098;Functional
64335;Non-functional
20553;Non-functional
39829;Functional
68068;Functional
65422;Functional
27612;Functional
46831;Functional
69275;Functional
35309;Non-functional
54588;Non-functional
44245;Functional
1814;Non-functional
32001;Non-functional
5051;Non-functional
36777;Non-functional
23967;Functional
60695;Non-functional
35148;Non-functional
12738;Non-functional
71944;Functional
34997;Non-functional
52598;Functional
36749;Functional
45600;Non-functional
66990;Functional
18921;Functional
37356;Non-functional
58;Non-functional
2782;Functional
3121;Non-functional
68176;Non-functional
63904;Functional
31712;Functional
64884;Functional
72931;Functional
13671;Functional
40406;Functional
55418;Non-functional
17463;Non-functional
5389;Functional
65507;Non-functional
43276;Functional
41495;Non-functional
69853;Functional
5371;Non-functional
26511;Non-functional
69359;Functional
26150;Non-functional
39377;Functional
57930;Non-functional
16562;Non-functional
61531;Non-functional
22439;Functional
2999;Non-functional
16841;Non-functional
60305;Functional
60381;Non-functional
10455;Functional
27098;Functional
2371;Non-functional
41127;Functional
28373;Non-functional
45393;Functional
67071;Non-functional
49869;Functional
22351;Non-functional
34038;Functional
44723;Functional
60154;Non-functional
1942;Functional
10257;Functional
12205;Functional
55314;Non-functional
23061;Functional
55893;Non-functional
48904;Non-functional
4546;Functional
39558;Functional
49653;Non-functional
39155;Non-functional
13072;Functional
12106;Functional
4207;Non-functional
24327;Functional
49540;Functional
41080;Functional
6189;Functional
32663;Functional
64314;Non-functional
39791;Non-functional
57167;Functional
11825;Functional
42656;Non-functional
54607;Functional
45579;Non-functional
46932;Non-functional
22209;Non-functional
32015;Functional
40793;Non-functional
39981;Non-functional
49713;Non-functional
55534;Non-functional
7783;Non-functional
55098;Functional
43479;Functional
53743;Non-functional
23114;Functional
56530;Non-functional
16656;Functional
54755;Non-functional
45264;Non-functional
28254;Functional
14881;Non-functional
72509;Non-functional
30918;Functional
22375;Functional
38421;Non-functional
58294;Functional
22382;Functional
22123;Non-functional
65169;Non-functional
54001;Functional
15617;Non-functional
66813;Functional
49733;Functional
8032;Functional
43522;Functional
20920;Non-functional
30176;Non-functional
40600;Functional
52695;Non-functional
24915;Functional
62297;Functional
37005;Non-functional
22349;Non-functional
47685;Functional
61162;Non-functional
9722;Non-functional
42191;Functional
1591;Functional
1749;Non-functional
5328;Functional
21706;Non-functional
72641;Functional
36576;Functional
29593;Non-functional
29747;Non-functional
24722;Non-functional
2589;Non-functional
12772;Non-functional
45968;Non-functional
7694;Non-functional
70721;Functional
54752;Functional
15631;Functional
15196;Functional
27491;Functional
58886;Non-functional
11452;Functional
68595;Functional
17010;Functional
32389;Functional
70251;Non-functional
61037;Functional
28646;Non-functional
64279;Functional
23914;Functional
17854;Functional
15790;Functional
41259;Non-functional
57303;Functional
65477;Functional
36115;Non-functional
5024;Non-functional
26401;Functional
50503;Non-functional
37724;Functional
62604;Functional
60534;Functional
59230;Non-functional
70007;Non-functional
44320;Functional
44300;Functional
41079;Functional
36488;Non-functional
46936;Non-functional
51117;Non-functional
21611;Non-functional
55628;Functional
70627;Non-functional
56387;Functional
64164;Non-functional
211;Non-functional
37448;Non-functional
43859;Functional
55991;Functional
67415;Functional
4815;Non-functional
68895;Functional
7529;Functional
42134;Functional
25759;Non-functional
46155;Functional
46770;Functional
40396;Functional
10161;Non-functional
68598;Functional
65668;Non-functional
20689;Functional
56474;Non-functional
35602;Functional
21596;Functional
10972;Functional
34504;Functional
26729;Functional
33566;Non-functional
60252;Functional
44621;Functional
7735;Non-functional
71771;Non-functional
54855;Functional
53293;Functional
20396;Functional
46415;Non-functional
26014;Non-functional
13069;Functional
12438;Non-functional
29991;Functional
55410;Functional
57016;Non-functional
30747;Non-functional
17037;Functional
66182;Functional
59989;Non-functional
57515;Functional
30252;Non-functional
68035;Non-functional
5458;Functional
26151;Non-functional
59485;Non-functional
43995;Functional
18700;Non-functional
60209;Non-functional
33950;Non-functional
5031;Functional
69205;Non-functional
71438;Functional
29381;Non-functional
53476;Non-functional
59701;Functional
25204;Non-functional
59623;Non-functional
4256;Non-functional
71737;Non-functional
56498;Non-functional
15268;Functional
4932;Non-functional
68591;Functional
30743;Non-functional
32203;Functional
66855;Non-functional
56575;Non-functional
66689;Non-functional
26201;Functional
62446;Functional
68896;Functional
4285;Functional
58304;Functional
1090;Non-functional
56425;Functional
5448;Non-functional
58864;Functional
3294;Non-functional
59793;Non-functional
22124;Functional
29314;Functional
48488;Non-functional
45616;Non-functional
61676;Functional
70593;Functional
44518;Non-functional
71455;Non-functional
15000;Non-functional
61442;Functional
15983;Non-functional
37233;Functional
22220;Non-functional
31231;Non-functional
1795;Functional
34190;Functional
7104;Non-functional
71818;Non-functional
13527;Non-functional
20332;Non-functional
16943;Functional
43641;Functional
42880;Functional
47758;Functional
62580;Non-functional
45459;Functional
46129;Non-functional
27706;Functional
70080;Functional
28446;Non-functional
6610;Functional
3554;Functional
4691;Non-functional
19103;Functional
27372;Functional
3735;Non-functional
57310;Functional
23690;Functional
16483;Functional
30119;Functional
57721;Functional
50631;Non-functional
71776;Functional
40418;Non-functional
8683;Functional
24816;Functional
31418;Non-functional
61889;Functional
54922;Functional
66417;Non-functional
41927;Non-functional
61208;Functional
33786;Non-functional
66677;Functional
48550;Functional
23063;Functional
27690;Non-functional
48021;Non-functional
44126;Non-functional
13873;Functional
49418;Non-functional
30356;Non-functional
48082;Non-functional
72114;Functional
7421;Functional
22275;Non-functional
24609;Functional
27332;Non-functional
20951;Non-functional
33633;Non-functional
26713;Functional
40360;Functional
11383;Non-functional
43349;Functional
28954;Functional
36421;Non-functional
2116;Non-functional
54232;Non-functional
37376;Functional
24479;Functional
28364;Non-functional
26169;Functional
6752;Functional
50594;Non-functional
50856;Functional
22568;Functional
17831;Functional
20238;Non-functional
59665;Functional
36675;Functional
59115;Non-functional
46658;Functional
47812;Non-functional
60337;Non-functional
5925;Non-functional
31724;Non-functional
18356;Functional
1949;Functional
2167;Functional
53020;Non-functional
24037;Functional
35004;Functional
8176;Functional
62817;Functional
44223;Non-functional
48211;Functional
72329;Non-functional
65035;Functional
9044;Functional
3890;Non-functional
51633;Non-functional
54844;Functional
33149;Functional
40421;Non-functional
27362;Functional
66893;Functional
31148;Non-functional
3362;Non-functional
51273;Non-functional
2769;Functional
31711;Functional
31865;Functional
30803;Functional
8755;Non-functional
48751;Functional
45069;Functional
35483;Non-functional
10863;Functional
46944;Functional
17175;Functional
63331;Functional
33245;Functional
47058;Functional
31091;Non-functional
21102;Functional
15897;Functional
60918;Functional
15964;Functional
63592;Functional
48162;Non-functional
55336;Functional
23352;Non-functional
6273;Functional
21356;Functional
5093;Functional
13518;Functional
63302;Non-functional
67702;Functional
42060;Functional
34084;Functional
39302;Functional
43093;Non-functional
6677;Functional
60475;Functional
58084;Functional
27102;Non-functional
49393;Non-functional
32029;Non-functional
2534;Functional
29386;Functional
72884;Non-functional
49553;Functional
37640;Functional
52508;Functional
34229;Non-functional
26645;Non-functional
72591;Functional
19022;Non-functional
6843;Functional
58105;Non-functional
27222;Non-functional
12353;Functional
13469;Non-functional
65600;Functional
66340;Non-functional
20533;Non-functional
2638;Non-functional
41245;Functional
43236;Non-functional
61688;Functional
19508;Non-functional
8407;Functional
71177;Functional
4740;Functional
47394;Functional
20283;Non-functional
13542;Non-functional
32220;Non-functional
50079;Functional
7409;Non-functional
67526;Non-functional
65825;Functional
65748;Non-functional
12304;Non-functional
16886;Functional
62540;Non-functional
38544;Non-functional
36281;Functional
54460;Functional
33503;Functional
7085;Functional
31584;Non-functional
57994;Functional
24268;Non-functional
32295;Functional
56790;Non-functional
37155;Non-functional
9050;Non-functional
10367;Non-functional
41842;Non-functional
43939;Non-functional
52426;Functional
47664;Non-functional
20760;Non-functional
10490;Non-functional
22461;Functional
16069;Non-functional
47408;Functional
48598;Functional
34799;Non-functional
43548;Non-functional
63173;Non-functional
9774;Non-functional
5586;Non-functional
51441;Non-functional
29407;Non-functional
14925;Functional
7545;Non-functional
59994;Functional
41183;Functional
21300;Functional
11250;Non-functional
20863;Functional
59895;Non-functional
48954;Functional
73416;Functional
15152;Non-functional
23013;Functional
70529;Non-functional
17961;Functional
2498;Non-functional
72551;Non-functional
61577;Functional
911;Non-functional
41945;Non-functional
23227;Functional
35464;Non-functional
40170;Functional
25137;Functional
17958;Functional
42310;Non-functional
24925;Non-functional
16288;Functional
22892;Functional
53395;Functional
71225;Non-functional
66085;Non-functional
7992;Functional
26488;Functional
29089;Functional
57488;Non-functional
42568;Non-functional
62342;Non-functional
6042;Functional
55931;Non-functional
50120;Functional
14780;Functional
65623;Non-functional
17926;Functional
21498;Non-functional
18899;Non-functional
25993;Non-functional
72535;Functional
51289;Functional
27104;Non-functional
30354;Non-functional
54408;Non-functional
25350;Non-functional
36398;Non-functional
67096;Non-functional
47684;Functional
73219;Functional
49739;Non-functional
110;Non-functional
40616;Non-functional
3350;Non-functional
68614;Functional
2016;Functional
44757;Functional
48832;Functional
5270;Functional
2801;Functional
41269;Non-functional
19326;Functional
34202;Non-functional
42911;Non-functional
22262;Functional
15408;Functional
50064;Functional
60181;Functional
69782;Non-functional
57210;Non-functional
62568;Functional
73904;Non-functional
38504;Functional
16951;Functional
11940;Non-functional
45124;Non-functional
41573;Functional
68579;Non-functional
3805;Non-functional
62667;Functional
36172;Functional
53569;Non-functional
28618;Non-functional
19459;Functional
3664;Functional
19947;Functional
31071;Non-functional
55861;Non-functional
38218;Non-functional
39255;Non-functional
51942;Functional
50790;Functional
17930;Non-functional
698;Non-functional
21774;Functional
11529;Non-functional
38015;Functional
53402;Functional
55762;Non-functional
4298;Non-functional
31356;Functional
20177;Functional
51598;Functional
64420;Non-functional
26881;Non-functional
63444;Functional
38567;Non-functional
11257;Non-functional
68124;Functional
14944;Functional
50281;Non-functional
48627;Functional
470;Functional
15407;Non-functional
45543;Non-functional
56078;Functional
31388;Functional
7246;Functional
33908;Functional
13710;Non-functional
16404;Non-functional
24105;Non-functional
19610;Non-functional
4411;Non-functional
6982;Non-functional
20296;Non-functional
24643;Non-functional
38334;Non-functional
48315;Non-functional
50851;Functional
41147;Functional
1514;Functional
29844;Non-functional
25169;Functional
72723;Functional
10136;Non-functional
59605;Non-functional
56356;Non-functional
53971;Functional
68077;Non-functional
27737;Functional
37311;Non-functional
44229;Functional
69141;Functional
41340;Non-functional
12100;Non-functional
61502;Non-functional
21189;Functional
14063;Functional
55070;Functional
49559;Non-functional
33842;Non-functional
4130;Non-functional
7818;Non-functional
72361;Functional
64742;Non-functional
61231;Functional
53261;Non-functional
58156;Functional
42102;Functional
31210;Functional
69881;Functional
71904;Functional
1215;Functional
58848;Functional
6857;Non-functional
65644;Non-functional
14807;Non-functional
73199;Non-functional
60173;Functional
53803;Functional
38979;Non-functional
23825;Non-functional
40376;Functional
6132;Non-functional
8903;Functional
5779;Non-functional
60441;Non-functional
46075;Non-functional
30392;Non-functional
41801;Functional
47412;Functional
29654;Functional
32394;Functional
56666;Non-functional
69076;Functional
35188;Functional
34273;Functional
13381;Functional
36639;Non-functional
37876;Functional
34566;Functional
62432;Non-functional
60288;Non-functional
16011;Functional
35758;Functional
46456;Functional
19936;Functional
54818;Functional
61822;Non-functional
37824;Non-functional
71017;Non-functional
30698;Non-functional
66683;Functional
43384;Non-functional
22428;Non-functional
62652;Non-functional
10643;Functional
51461;Functional
25245;Functional
39179;Functional
12703;Functional
69265;Non-functional
30517;Functional
27715;Functional
1504;Functional
41032;Non-functional
39742;Non-functional
57079;Functional
41477;Non-functional
37456;Non-functional
48056;Functional
63113;Functional
72360;Non-functional
7551;Non-functional
19322;Functional
499;Functional
33431;Non-functional
6906;Functional
68701;Non-functional
4871;Functional
39458;Functional
57011;Functional
64178;Non-functional
15246;Non-functional
50480;Functional
68413;Functional
8121;Non-functional
31057;Functional
42490;Functional
30664;Functional
14394;Non-functional
4509;Non-functional
26561;Non-functional
9565;Non-functional
66460;Non-functional
29764;Non-functional
6138;Functional
54470;Non-functional
10548;Non-functional
1256;Functional
5867;Non-functional
13930;Functional
46273;Non-functional
69947;Non-functional
31805;Functional
522;Non-functional
36310;Functional
47096;Functional
11048;Functional
9469;Functional
35945;Functional
61346;Non-functional
31897;Non-functional
52291;Non-functional
72256;Non-functional
1291;Functional
55682;Non-functional
20974;Functional
10315;Non-functional
20699;Non-functional
12157;Functional
25750;Functional
56563;Functional
59935;Functional
11608;Functional
37509;Functional
70547;Functional
66064;Non-functional
64905;Non-functional
16523;Non-functional
30701;Functional
64533;Non-functional
57607;Functional
21781;Functional
41554;Functional
56419;Functional
16991;Functional
68549;Functional
58628;Functional
69701;Functional
31191;Functional
69347;Non-functional
59209;Functional
67918;Functional
8061;Non-functional
9841;Non-functional
63310;Functional
65350;Functional
7606;Functional
44982;Functional
18683;Functional
22239;Functional
13696;Functional
63396;Functional
62899;Non-functional
5394;Non-functional
10986;Functional
59594;Non-functional
39182;Non-functional
59577;Functional
67854;Functional
30071;Non-functional
71403;Functional
17965;Functional
65452;Non-functional
64723;Non-functional
31752;Functional
8795;Functional
66556;Functional
22598;Functional
18378;Functional
11939;Functional
34346;Functional
66548;Non-functional
61197;Functional
8672;Functional
29283;Functional
47333;Functional
3225;Functional
51152;Functional
61277;Functional
45438;Non-functional
2166;Functional
35456;Functional
56027;Functional
19698;Non-functional
51033;Non-functional
58323;Functional
34236;Non-functional
37071;Functional
58591;Functional
47868;Functional
8112;Functional
44275;Functional
39331;Non-functional
50046;Non-functional
44980;Functional
38007;Functional
23789;Functional
68862;Functional
22079;Functional
54985;Non-functional
49959;Non-functional
18380;Non-functional
60583;Functional
33497;Non-functional
43490;Functional
8807;Functional
5747;Non-functional
52709;Non-functional
43612;Non-functional
17914;Non-functional
13399;Non-functional
67798;Non-functional
22412;Functional
14586;Functional
35573;Non-functional
57894;Functional
46208;Non-functional
39006;Non-functional
38238;Non-functional
34634;Non-functional
57416;Functional
55916;Functional
12828;Non-functional
57643;Functional
44684;Non-functional
33002;Functional
52177;Functional
14719;Non-functional
21400;Non-functional
4201;Non-functional
19517;Functional
20607;Functional
3932;Functional
3481;Functional
21181;Functional
14888;Non-functional
37744;Non-functional
59540;Functional
35488;Functional
43842;Non-functional
13433;Non-functional
63071;Non-functional
72521;Non-functional
40848;Non-functional
49705;Non-functional
51192;Functional
5217;Functional
49051;Functional
57482;Functional
47095;Non-functional
59635;Non-functional
15497;Non-functional
24011;Functional
5577;Functional
39850;Functional
64109;Functional
64474;Non-functional
12837;Non-functional
46738;Functional
30574;Non-functional
34210;Non-functional
35436;Functional
26739;Non-functional
7241;Non-functional
3353;Non-functional
60625;Non-functional
21867;Non-functional
28436;Functional
36486;Functional
13432;Functional
46602;Functional
34097;Functional
16828;Non-functional
36742;Functional
71633;Functional
71052;Functional
27476;Functional
14966;Functional
8531;Functional
16018;Functional
70095;Functional
31557;Functional
43472;Non-functional
50305;Functional
25706;Non-functional
22292;Functional
71416;Non-functional
3190;Functional
52905;Non-functional
27084;Functional
18937;Functional
52417;Functional
10267;Functional
68003;Non-functional
1329;Functional
4936;Functional
20002;Non-functional
43332;Functional
62311;Non-functional
16242;Functional
5406;Functional
33750;Non-functional
55547;Functional
21572;Functional
31085;Non-functional
376;Functional
72694;Non-functional
52794;Non-functional
59717;Non-functional
7462;Functional
9964;Non-functional
8653;Non-functional
69055;Non-functional
5487;Functional
51823;Non-functional
15109;Non-functional
27511;Functional
63525;Functional
72240;Functional
53055;Functional
73431;Non-functional
15334;Functional
33029;Functional
52596;Functional
43053;Functional
56063;Functional
49781;Functional
44482;Non-functional
3205;Functional
37319;Functional
62095;Functional
16735;Non-functional
13161;Non-functional
30869;Functional
39626;Non-functional
56344;Functional
13700;Functional
9444;Functional
23462;Functional
25609;Non-functional
34135;Functional
56778;Non-functional
22653;Non-functional
41366;Functional
54546;Functional
43502;Functional
43365;Functional
69239;Functional
50209;Non-functional
35435;Non-functional
60894;Functional
64464;Non-functional
59877;Non-functional
69755;Non-functional
36517;Non-functional
38659;Functional
4189;Non-functional
72364;Non-functional
64657;Functional
46469;Non-functional
27963;Functional
6947;Non-functional
34542;Non-functional
53997;Non-functional
62556;Functional
5843;Functional
21870;Non-functional
43832;Functional
40795;Non-functional
21440;Non-functional
11039;Non-functional
43528;Functional
239;Non-functional
26380;Non-functional
38647;Functional
48412;Functional
68511;Non-functional
12238;Non-functional
2093;Non-functional
27339;Non-functional
58736;Functional
14276;Functional
26025;Non-functional
38020;Non-functional
32110;Functional
23427;Non-functional
45970;Non-functional
25224;Functional
53274;Functional
47911;Functional
36300;Non-functional
15658;Non-functional
23520;Functional
65249;Non-functional
56702;Non-functional
43405;Functional
13672;Functional
33163;Non-functional
63981;Non-functional
36722;Functional
67643;Functional
10936;Functional
4825;Non-functional
33878;Functional
7487;Functional
17229;Non-functional
6380;Functional
67059;Functional
908;Functional
29056;Non-functional
28164;Functional
70997;Non-functional
50773;Functional
71766;Non-functional
26527;Non-functional
53553;Non-functional
71812;Non-functional
8986;Functional
59512;Functional
63839;Functional
5222;Functional
34905;Non-functional
57699;Functional
39865;Non-functional
32734;Non-functional
54012;Non-functional
23234;Non-functional
49788;Functional
59224;Functional
18106;Non-functional
42100;Non-functional
29180;Functional
54352;Non-functional
38494;Functional
54136;Non-functional
4940;Non-functional
28323;Functional
61153;Functional
31314;Functional
22678;Functional
53107;Functional
54161;Non-functional
59612;Functional
11171;Non-functional
23677;Functional
22938;Non-functional
15366;Functional
72580;Non-functional
59020;Non-functional
46270;Non-functional
51428;Functional
1112;Functional
31293;Functional
47926;Functional
27006;Non-functional
59918;Functional
70094;Non-functional
40972;Non-functional
7948;Non-functional
52989;Non-functional
5982;Functional
24877;Functional
51940;Functional
1341;Non-functional
43146;Functional
6880;Functional
32765;Functional
32627;Functional
70134;Non-functional
8787;Non-functional
4066;Functional
70433;Non-functional
32868;Non-functional
11624;Non-functional
15056;Functional
22780;Functional
44660;Non-functional
1496;Non-functional
6864;Non-functional
8770;Functional
9682;Functional
73841;Non-functional
37414;Functional
10722;Non-functional
41787;Functional
45190;Functional
9604;Non-functional
47715;Functional
38934;Non-functional
6444;Non-functional
18174;Non-functional
36756;Functional
68543;Functional
11775;Non-functional
12058;Non-functional
48714;Non-functional
